                   0,x
               20000,x
               40000,x
               60000,x
               80000,x
              100000,x
              120000,x
              140000,x
              160000,x
              180000,x
              200000,x
              220000,x
              240000,x
              260000,x
              280000,x
              300000,x
              320000,x
              340000,x
              360000,x
              380000,x
              400000,x
              420000,x
              440000,x
              460000,x
              480000,x
              500000,x
              520000,x
              540000,x
              560000,x
              580000,x
              600000,x
              620000,x
              640000,x
              660000,x
              680000,x
              700000,x
              720000,x
              740000,x
              760000,x
              780000,x
              800000,x
              820000,x
              840000,x
              860000,x
              880000,x
              900000,x
              920000,x
              940000,x
              960000,x
              980000,x
             1000000,x
             1020000,0
             1040000,0
             1060000,0
             1080000,0
             1100000,0
             1120000,0
             1140000,0
             1160000,0
             1180000,0
             1200000,0
             1220000,0
             1240000,0
             1260000,0
             1280000,0
             1300000,0
             1320000,0
             1340000,0
             1360000,0
             1380000,0
             1400000,0
             1420000,0
             1440000,0
             1460000,0
             1480000,1
             1500000,1
             1520000,1
             1540000,1
             1560000,1
             1580000,1
             1600000,1
             1620000,1
             1640000,1
             1660000,1
             1680000,1
             1700000,1
             1720000,1
             1740000,0
             1760000,0
             1780000,0
             1800000,0
             1820000,0
             1840000,0
             1860000,0
             1880000,0
             1900000,0
             1920000,0
             1940000,0
             1960000,0
             1980000,0
             2000000,1
             2020000,1
             2040000,1
             2060000,1
             2080000,1
             2100000,1
             2120000,1
             2140000,1
             2160000,1
             2180000,1
             2200000,1
             2220000,1
             2240000,1
             2260000,0
             2280000,0
             2300000,0
             2320000,0
             2340000,0
             2360000,0
             2380000,0
             2400000,0
             2420000,0
             2440000,0
             2460000,0
             2480000,0
             2500000,0
             2520000,1
             2540000,1
             2560000,1
             2580000,1
             2600000,1
             2620000,1
             2640000,1
             2660000,1
             2680000,1
             2700000,1
             2720000,1
             2740000,1
             2760000,1
             2780000,0
             2800000,0
             2820000,0
             2840000,0
             2860000,0
             2880000,0
             2900000,0
             2920000,0
             2940000,0
             2960000,0
             2980000,0
             3000000,0
             3020000,0
             3040000,1
             3060000,1
             3080000,1
             3100000,1
             3120000,1
             3140000,1
             3160000,1
             3180000,1
             3200000,1
             3220000,1
             3240000,1
             3260000,1
             3280000,1
             3300000,0
             3320000,0
             3340000,0
             3360000,0
             3380000,0
             3400000,0
             3420000,0
             3440000,0
             3460000,0
             3480000,0
             3500000,0
             3520000,0
             3540000,0
             3560000,1
             3580000,1
             3600000,1
             3620000,1
             3640000,1
             3660000,1
             3680000,1
             3700000,1
             3720000,1
             3740000,1
             3760000,1
             3780000,1
             3800000,1
             3820000,0
             3840000,0
             3860000,0
             3880000,0
             3900000,0
             3920000,0
             3940000,0
             3960000,0
             3980000,0
             4000000,0
             4020000,0
             4040000,0
             4060000,1
             4080000,1
             4100000,1
             4120000,1
             4140000,1
             4160000,1
             4180000,1
             4200000,1
             4220000,1
             4240000,1
             4260000,1
             4280000,1
             4300000,1
             4320000,0
             4340000,0
             4360000,0
             4380000,0
             4400000,0
             4420000,0
             4440000,0
             4460000,0
             4480000,0
             4500000,0
             4520000,0
             4540000,0
             4560000,1
             4580000,1
             4600000,1
             4620000,1
             4640000,1
             4660000,1
             4680000,1
             4700000,1
             4720000,1
             4740000,1
             4760000,1
             4780000,1
             4800000,1
             4820000,0
             4840000,0
             4860000,0
             4880000,0
             4900000,0
             4920000,0
             4940000,0
             4960000,0
             4980000,0
             5000000,0
             5020000,0
             5040000,0
             5060000,1
             5080000,1
             5100000,1
             5120000,1
             5140000,1
             5160000,1
             5180000,1
             5200000,1
             5220000,1
             5240000,1
             5260000,1
             5280000,1
             5300000,1
             5320000,0
             5340000,0
             5360000,0
             5380000,0
             5400000,0
             5420000,0
             5440000,0
             5460000,0
             5480000,0
             5500000,0
             5520000,0
             5540000,0
             5560000,1
             5580000,1
             5600000,1
             5620000,1
             5640000,1
             5660000,1
             5680000,1
             5700000,1
             5720000,1
             5740000,1
             5760000,1
             5780000,1
             5800000,1
             5820000,0
             5840000,0
             5860000,0
             5880000,0
             5900000,0
             5920000,0
             5940000,0
             5960000,0
             5980000,0
             6000000,0
             6020000,0
             6040000,0
             6060000,1
             6080000,1
             6100000,1
             6120000,1
             6140000,1
             6160000,1
             6180000,1
             6200000,1
             6220000,1
             6240000,1
             6260000,1
             6280000,1
             6300000,1
             6320000,0
             6340000,0
             6360000,0
             6380000,0
             6400000,0
             6420000,0
             6440000,0
             6460000,0
             6480000,0
             6500000,0
             6520000,0
             6540000,0
             6560000,1
             6580000,1
             6600000,1
             6620000,1
             6640000,1
             6660000,1
             6680000,1
             6700000,1
             6720000,1
             6740000,1
             6760000,1
             6780000,1
             6800000,1
             6820000,0
             6840000,0
             6860000,0
             6880000,0
             6900000,0
             6920000,0
             6940000,0
             6960000,0
             6980000,0
             7000000,0
             7020000,0
             7040000,0
             7060000,1
             7080000,1
             7100000,1
             7120000,1
             7140000,1
             7160000,1
             7180000,1
             7200000,1
             7220000,1
             7240000,1
             7260000,1
             7280000,1
             7300000,1
             7320000,0
             7340000,0
             7360000,0
             7380000,0
             7400000,0
             7420000,0
             7440000,0
             7460000,0
             7480000,0
             7500000,0
             7520000,0
             7540000,0
             7560000,1
             7580000,1
             7600000,1
             7620000,1
             7640000,1
             7660000,1
             7680000,1
             7700000,1
             7720000,1
             7740000,1
             7760000,1
             7780000,1
             7800000,1
             7820000,0
             7840000,0
             7860000,0
             7880000,0
             7900000,0
             7920000,0
             7940000,0
             7960000,0
             7980000,0
             8000000,0
             8020000,0
             8040000,0
             8060000,1
             8080000,1
             8100000,1
             8120000,1
             8140000,1
             8160000,1
             8180000,1
             8200000,1
             8220000,1
             8240000,1
             8260000,1
             8280000,1
             8300000,1
             8320000,0
             8340000,0
             8360000,0
             8380000,0
             8400000,0
             8420000,0
             8440000,0
             8460000,0
             8480000,0
             8500000,0
             8520000,0
             8540000,0
             8560000,1
             8580000,1
             8600000,1
             8620000,1
             8640000,1
             8660000,1
             8680000,1
             8700000,1
             8720000,1
             8740000,1
             8760000,1
             8780000,1
             8800000,1
             8820000,0
             8840000,0
             8860000,0
             8880000,0
             8900000,0
             8920000,0
             8940000,0
             8960000,0
             8980000,0
             9000000,0
             9020000,0
             9040000,0
             9060000,1
             9080000,1
             9100000,1
             9120000,1
             9140000,1
             9160000,1
             9180000,1
             9200000,1
             9220000,1
             9240000,1
             9260000,1
             9280000,1
             9300000,1
             9320000,0
             9340000,0
             9360000,0
             9380000,0
             9400000,0
             9420000,0
             9440000,0
             9460000,0
             9480000,0
             9500000,0
             9520000,0
             9540000,0
             9560000,1
             9580000,1
             9600000,1
             9620000,1
             9640000,1
             9660000,1
             9680000,1
             9700000,1
             9720000,1
             9740000,1
             9760000,1
             9780000,1
             9800000,1
             9820000,0
             9840000,0
             9860000,0
             9880000,0
             9900000,0
             9920000,0
             9940000,0
             9960000,0
             9980000,0
            10000000,0
            10020000,0
            10040000,0
            10060000,1
            10080000,1
            10100000,1
            10120000,1
            10140000,1
            10160000,1
            10180000,1
            10200000,1
            10220000,1
            10240000,1
            10260000,1
            10280000,1
            10300000,1
            10320000,0
            10340000,0
            10360000,0
            10380000,0
            10400000,0
            10420000,0
            10440000,0
            10460000,0
            10480000,0
            10500000,0
            10520000,0
            10540000,0
            10560000,1
            10580000,1
            10600000,1
            10620000,1
            10640000,1
            10660000,1
            10680000,1
            10700000,1
            10720000,1
            10740000,1
            10760000,1
            10780000,1
            10800000,1
            10820000,0
            10840000,0
            10860000,0
            10880000,0
            10900000,0
            10920000,0
            10940000,0
            10960000,0
            10980000,0
            11000000,0
            11020000,0
            11040000,0
            11060000,1
            11080000,1
            11100000,1
            11120000,1
            11140000,1
            11160000,1
            11180000,1
            11200000,1
            11220000,1
            11240000,1
            11260000,1
            11280000,1
            11300000,1
            11320000,0
            11340000,0
            11360000,0
            11380000,0
            11400000,0
            11420000,0
            11440000,0
            11460000,0
            11480000,0
            11500000,0
            11520000,0
            11540000,0
            11560000,1
            11580000,1
            11600000,1
            11620000,1
            11640000,1
            11660000,1
            11680000,1
            11700000,1
            11720000,1
            11740000,1
            11760000,1
            11780000,1
            11800000,1
            11820000,0
            11840000,0
            11860000,0
            11880000,0
            11900000,0
            11920000,0
            11940000,0
            11960000,0
            11980000,0
            12000000,0
            12020000,0
            12040000,0
            12060000,1
            12080000,1
            12100000,1
            12120000,1
            12140000,1
            12160000,1
            12180000,1
            12200000,1
            12220000,1
            12240000,1
            12260000,1
            12280000,1
            12300000,1
            12320000,0
            12340000,0
            12360000,0
            12380000,0
            12400000,0
            12420000,0
            12440000,0
            12460000,0
            12480000,0
            12500000,0
            12520000,0
            12540000,0
            12560000,1
            12580000,1
            12600000,1
            12620000,1
            12640000,1
            12660000,1
            12680000,1
            12700000,1
            12720000,1
            12740000,1
            12760000,1
            12780000,1
            12800000,1
            12820000,0
            12840000,0
            12860000,0
            12880000,0
            12900000,0
            12920000,0
            12940000,0
            12960000,0
            12980000,0
            13000000,0
            13020000,0
            13040000,0
            13060000,1
            13080000,1
            13100000,1
            13120000,1
            13140000,1
            13160000,1
            13180000,1
            13200000,1
            13220000,1
            13240000,1
            13260000,1
            13280000,1
            13300000,1
            13320000,0
            13340000,0
            13360000,0
            13380000,0
            13400000,0
            13420000,0
            13440000,0
            13460000,0
            13480000,0
            13500000,0
            13520000,0
            13540000,0
            13560000,1
            13580000,1
            13600000,1
            13620000,1
            13640000,1
            13660000,1
            13680000,1
            13700000,1
            13720000,1
            13740000,1
            13760000,1
            13780000,1
            13800000,1
            13820000,0
            13840000,0
            13860000,0
            13880000,0
            13900000,0
            13920000,0
            13940000,0
            13960000,0
            13980000,0
            14000000,0
            14020000,0
            14040000,0
            14060000,1
            14080000,1
            14100000,1
            14120000,1
            14140000,1
            14160000,1
            14180000,1
            14200000,1
            14220000,1
            14240000,1
            14260000,1
            14280000,1
            14300000,1
            14320000,0
            14340000,0
            14360000,0
            14380000,0
            14400000,0
            14420000,0
            14440000,0
            14460000,0
            14480000,0
            14500000,0
            14520000,0
            14540000,0
            14560000,1
            14580000,1
            14600000,1
            14620000,1
            14640000,1
            14660000,1
            14680000,1
            14700000,1
            14720000,1
            14740000,1
            14760000,1
            14780000,1
            14800000,1
            14820000,0
            14840000,0
            14860000,0
            14880000,0
            14900000,0
            14920000,0
            14940000,0
            14960000,0
            14980000,0
            15000000,0
            15020000,0
            15040000,0
            15060000,1
            15080000,1
            15100000,1
            15120000,1
            15140000,1
            15160000,1
            15180000,1
            15200000,1
            15220000,1
            15240000,1
            15260000,1
            15280000,1
            15300000,1
            15320000,0
            15340000,0
            15360000,0
            15380000,0
            15400000,0
            15420000,0
            15440000,0
            15460000,0
            15480000,0
            15500000,0
            15520000,0
            15540000,0
            15560000,1
            15580000,1
            15600000,1
            15620000,1
            15640000,1
            15660000,1
            15680000,1
            15700000,1
            15720000,1
            15740000,1
            15760000,1
            15780000,1
            15800000,1
            15820000,0
            15840000,0
            15860000,0
            15880000,0
            15900000,0
            15920000,0
            15940000,0
            15960000,0
            15980000,0
            16000000,0
            16020000,0
            16040000,0
            16060000,1
            16080000,1
            16100000,1
            16120000,1
            16140000,1
            16160000,1
            16180000,1
            16200000,1
            16220000,1
            16240000,1
            16260000,1
            16280000,1
            16300000,1
            16320000,0
            16340000,0
            16360000,0
            16380000,0
            16400000,0
            16420000,0
            16440000,0
            16460000,0
            16480000,0
            16500000,0
            16520000,0
            16540000,0
            16560000,1
            16580000,1
            16600000,1
            16620000,1
            16640000,1
            16660000,1
            16680000,1
            16700000,1
            16720000,1
            16740000,1
            16760000,1
            16780000,1
            16800000,1
            16820000,0
            16840000,0
            16860000,0
            16880000,0
            16900000,0
            16920000,0
            16940000,0
            16960000,0
            16980000,0
            17000000,0
            17020000,0
            17040000,0
            17060000,1
            17080000,1
            17100000,1
            17120000,1
            17140000,1
            17160000,1
            17180000,1
            17200000,1
            17220000,1
            17240000,1
            17260000,1
            17280000,1
            17300000,1
            17320000,0
            17340000,0
            17360000,0
            17380000,0
            17400000,0
            17420000,0
            17440000,0
            17460000,0
            17480000,0
            17500000,0
            17520000,0
            17540000,0
            17560000,1
            17580000,1
            17600000,1
            17620000,1
            17640000,1
            17660000,1
            17680000,1
            17700000,1
            17720000,1
            17740000,1
            17760000,1
            17780000,1
            17800000,1
            17820000,0
            17840000,0
            17860000,0
            17880000,0
            17900000,0
            17920000,0
            17940000,0
            17960000,0
            17980000,0
            18000000,0
            18020000,0
            18040000,0
            18060000,1
            18080000,1
            18100000,1
            18120000,1
            18140000,1
            18160000,1
            18180000,1
            18200000,1
            18220000,1
            18240000,1
            18260000,1
            18280000,1
            18300000,1
            18320000,0
            18340000,0
            18360000,0
            18380000,0
            18400000,0
            18420000,0
            18440000,0
            18460000,0
            18480000,0
            18500000,0
            18520000,0
            18540000,0
            18560000,1
            18580000,1
            18600000,1
            18620000,1
            18640000,1
            18660000,1
            18680000,1
            18700000,1
            18720000,1
            18740000,1
            18760000,1
            18780000,1
            18800000,1
            18820000,0
            18840000,0
            18860000,0
            18880000,0
            18900000,0
            18920000,0
            18940000,0
            18960000,0
            18980000,0
            19000000,0
            19020000,0
            19040000,0
            19060000,1
            19080000,1
            19100000,1
            19120000,1
            19140000,1
            19160000,1
            19180000,1
            19200000,1
            19220000,1
            19240000,1
            19260000,1
            19280000,1
            19300000,1
            19320000,0
            19340000,0
            19360000,0
            19380000,0
            19400000,0
            19420000,0
            19440000,0
            19460000,0
            19480000,0
            19500000,0
            19520000,0
            19540000,0
            19560000,1
            19580000,1
            19600000,1
            19620000,1
            19640000,1
            19660000,1
            19680000,1
            19700000,1
            19720000,1
            19740000,1
            19760000,1
            19780000,1
            19800000,1
            19820000,0
            19840000,0
            19860000,0
            19880000,0
            19900000,0
            19920000,0
            19940000,0
            19960000,0
            19980000,0
            20000000,0
            20020000,0
            20040000,0
            20060000,1
            20080000,1
            20100000,1
            20120000,1
            20140000,1
            20160000,1
            20180000,1
            20200000,1
            20220000,1
            20240000,1
            20260000,1
            20280000,1
            20300000,1
            20320000,0
            20340000,0
            20360000,0
            20380000,0
            20400000,0
            20420000,0
            20440000,0
            20460000,0
            20480000,0
            20500000,0
            20520000,0
            20540000,0
            20560000,1
            20580000,1
            20600000,1
            20620000,1
            20640000,1
            20660000,1
            20680000,1
            20700000,1
            20720000,1
            20740000,1
            20760000,1
            20780000,1
            20800000,1
            20820000,0
            20840000,0
            20860000,0
            20880000,0
            20900000,0
            20920000,0
            20940000,0
            20960000,0
            20980000,0
            21000000,0
            21020000,0
            21040000,0
            21060000,1
            21080000,1
            21100000,1
            21120000,1
            21140000,1
            21160000,1
            21180000,1
            21200000,1
            21220000,1
            21240000,1
            21260000,1
            21280000,1
            21300000,1
            21320000,0
            21340000,0
            21360000,0
            21380000,0
            21400000,0
            21420000,0
            21440000,0
            21460000,0
            21480000,0
            21500000,0
            21520000,0
            21540000,0
            21560000,1
            21580000,1
            21600000,1
            21620000,1
            21640000,1
            21660000,1
            21680000,1
            21700000,1
            21720000,1
            21740000,1
            21760000,1
            21780000,1
            21800000,1
            21820000,0
            21840000,0
            21860000,0
            21880000,0
            21900000,0
            21920000,0
            21940000,0
            21960000,0
            21980000,0
            22000000,0
            22020000,0
            22040000,0
            22060000,1
            22080000,1
            22100000,1
            22120000,1
            22140000,1
            22160000,1
            22180000,1
            22200000,1
            22220000,1
            22240000,1
            22260000,1
            22280000,1
            22300000,1
            22320000,0
            22340000,0
            22360000,0
            22380000,0
            22400000,0
            22420000,0
            22440000,0
            22460000,0
            22480000,0
            22500000,0
            22520000,0
            22540000,0
            22560000,1
            22580000,1
            22600000,1
            22620000,1
            22640000,1
            22660000,1
            22680000,1
            22700000,1
            22720000,1
            22740000,1
            22760000,1
            22780000,1
            22800000,1
            22820000,0
            22840000,0
            22860000,0
            22880000,0
            22900000,0
            22920000,0
            22940000,0
            22960000,0
            22980000,0
            23000000,0
            23020000,0
            23040000,0
            23060000,1
            23080000,1
            23100000,1
            23120000,1
            23140000,1
            23160000,1
            23180000,1
            23200000,1
            23220000,1
            23240000,1
            23260000,1
            23280000,1
            23300000,1
            23320000,0
            23340000,0
            23360000,0
            23380000,0
            23400000,0
            23420000,0
            23440000,0
            23460000,0
            23480000,0
            23500000,0
            23520000,0
            23540000,0
            23560000,1
            23580000,1
            23600000,1
            23620000,1
            23640000,1
            23660000,1
            23680000,1
            23700000,1
            23720000,1
            23740000,1
            23760000,1
            23780000,1
            23800000,1
            23820000,0
            23840000,0
            23860000,0
            23880000,0
            23900000,0
            23920000,0
            23940000,0
            23960000,0
            23980000,0
            24000000,0
            24020000,0
            24040000,0
            24060000,1
            24080000,1
            24100000,1
            24120000,1
            24140000,1
            24160000,1
            24180000,1
            24200000,1
            24220000,1
            24240000,1
            24260000,1
            24280000,1
            24300000,1
            24320000,0
            24340000,0
            24360000,0
            24380000,0
            24400000,0
            24420000,0
            24440000,0
            24460000,0
            24480000,0
            24500000,0
            24520000,0
            24540000,0
            24560000,1
            24580000,1
            24600000,1
            24620000,1
            24640000,1
            24660000,1
            24680000,1
            24700000,1
            24720000,1
            24740000,1
            24760000,1
            24780000,1
            24800000,1
            24820000,0
            24840000,0
            24860000,0
            24880000,0
            24900000,0
            24920000,0
            24940000,0
            24960000,0
            24980000,0
            25000000,0
            25020000,0
            25040000,0
            25060000,1
            25080000,1
            25100000,1
            25120000,1
            25140000,1
            25160000,1
            25180000,1
            25200000,1
            25220000,1
            25240000,1
            25260000,1
            25280000,1
            25300000,1
            25320000,0
            25340000,0
            25360000,0
            25380000,0
            25400000,0
            25420000,0
            25440000,0
            25460000,0
            25480000,0
            25500000,0
            25520000,0
            25540000,0
            25560000,1
            25580000,1
            25600000,1
            25620000,1
            25640000,1
            25660000,1
            25680000,1
            25700000,1
            25720000,1
            25740000,1
            25760000,1
            25780000,1
            25800000,1
            25820000,0
            25840000,0
            25860000,0
            25880000,0
            25900000,0
            25920000,0
            25940000,0
            25960000,0
            25980000,0
            26000000,0
            26020000,0
            26040000,0
            26060000,1
            26080000,1
            26100000,1
            26120000,1
            26140000,1
            26160000,1
            26180000,1
            26200000,1
            26220000,1
            26240000,1
            26260000,1
            26280000,1
            26300000,1
            26320000,0
            26340000,0
            26360000,0
            26380000,0
            26400000,0
            26420000,0
            26440000,0
            26460000,0
            26480000,0
            26500000,0
            26520000,0
            26540000,0
            26560000,1
            26580000,1
            26600000,1
            26620000,1
            26640000,1
            26660000,1
            26680000,1
            26700000,1
            26720000,1
            26740000,1
            26760000,1
            26780000,1
            26800000,1
            26820000,0
            26840000,0
            26860000,0
            26880000,0
            26900000,0
            26920000,0
            26940000,0
            26960000,0
            26980000,0
            27000000,0
            27020000,0
            27040000,0
            27060000,1
            27080000,1
            27100000,1
            27120000,1
            27140000,1
            27160000,1
            27180000,1
            27200000,1
            27220000,1
            27240000,1
            27260000,1
            27280000,1
            27300000,1
            27320000,0
            27340000,0
            27360000,0
            27380000,0
            27400000,0
            27420000,0
            27440000,0
            27460000,0
            27480000,0
            27500000,0
            27520000,0
            27540000,0
            27560000,1
            27580000,1
            27600000,1
            27620000,1
            27640000,1
            27660000,1
            27680000,1
            27700000,1
            27720000,1
            27740000,1
            27760000,1
            27780000,1
            27800000,1
            27820000,0
            27840000,0
            27860000,0
            27880000,0
            27900000,0
            27920000,0
            27940000,0
            27960000,0
            27980000,0
            28000000,0
            28020000,0
            28040000,0
            28060000,1
            28080000,1
            28100000,1
            28120000,1
            28140000,1
            28160000,1
            28180000,1
            28200000,1
            28220000,1
            28240000,1
            28260000,1
            28280000,1
            28300000,1
            28320000,0
            28340000,0
            28360000,0
            28380000,0
            28400000,0
            28420000,0
            28440000,0
            28460000,0
            28480000,0
            28500000,0
            28520000,0
            28540000,0
            28560000,1
            28580000,1
            28600000,1
            28620000,1
            28640000,1
            28660000,1
            28680000,1
            28700000,1
            28720000,1
            28740000,1
            28760000,1
            28780000,1
            28800000,1
            28820000,0
            28840000,0
            28860000,0
            28880000,0
            28900000,0
            28920000,0
            28940000,0
            28960000,0
            28980000,0
            29000000,0
            29020000,0
            29040000,0
            29060000,1
            29080000,1
            29100000,1
            29120000,1
            29140000,1
            29160000,1
            29180000,1
            29200000,1
            29220000,1
            29240000,1
            29260000,1
            29280000,1
            29300000,1
            29320000,0
            29340000,0
            29360000,0
            29380000,0
            29400000,0
            29420000,0
            29440000,0
            29460000,0
            29480000,0
            29500000,0
            29520000,0
            29540000,0
            29560000,1
            29580000,1
            29600000,1
            29620000,1
            29640000,1
            29660000,1
            29680000,1
            29700000,1
            29720000,1
            29740000,1
            29760000,1
            29780000,1
            29800000,1
            29820000,0
            29840000,0
            29860000,0
            29880000,0
            29900000,0
            29920000,0
            29940000,0
            29960000,0
            29980000,0
            30000000,0
            30020000,0
            30040000,0
            30060000,1
            30080000,1
            30100000,1
            30120000,1
            30140000,1
            30160000,1
            30180000,1
            30200000,1
            30220000,1
            30240000,1
            30260000,1
            30280000,1
            30300000,1
            30320000,0
            30340000,0
            30360000,0
            30380000,0
            30400000,0
            30420000,0
            30440000,0
            30460000,0
            30480000,0
            30500000,0
            30520000,0
            30540000,0
            30560000,1
            30580000,1
            30600000,1
            30620000,1
            30640000,1
            30660000,1
            30680000,1
            30700000,1
            30720000,1
            30740000,1
            30760000,1
            30780000,1
            30800000,1
            30820000,0
            30840000,0
            30860000,0
            30880000,0
            30900000,0
            30920000,0
            30940000,0
            30960000,0
            30980000,0
            31000000,0
            31020000,0
            31040000,0
            31060000,1
            31080000,1
            31100000,1
            31120000,1
            31140000,1
            31160000,1
            31180000,1
            31200000,1
            31220000,1
            31240000,1
            31260000,1
            31280000,1
            31300000,1
            31320000,0
            31340000,0
            31360000,0
            31380000,0
            31400000,0
            31420000,0
            31440000,0
            31460000,0
            31480000,0
            31500000,0
            31520000,0
            31540000,0
            31560000,1
            31580000,1
            31600000,1
            31620000,1
            31640000,1
            31660000,1
            31680000,1
            31700000,1
            31720000,1
            31740000,1
            31760000,1
            31780000,1
            31800000,1
            31820000,0
            31840000,0
            31860000,0
            31880000,0
            31900000,0
            31920000,0
            31940000,0
            31960000,0
            31980000,0
            32000000,0
            32020000,0
            32040000,0
            32060000,1
            32080000,1
            32100000,1
            32120000,1
            32140000,1
            32160000,1
            32180000,1
            32200000,1
            32220000,1
            32240000,1
            32260000,1
            32280000,1
            32300000,1
            32320000,0
            32340000,0
            32360000,0
            32380000,0
            32400000,0
            32420000,0
            32440000,0
            32460000,0
            32480000,0
            32500000,0
            32520000,0
            32540000,0
            32560000,1
            32580000,1
            32600000,1
            32620000,1
            32640000,1
            32660000,1
            32680000,1
            32700000,1
            32720000,1
            32740000,1
            32760000,1
            32780000,1
            32800000,1
            32820000,0
            32840000,0
            32860000,0
            32880000,0
            32900000,0
            32920000,0
            32940000,0
            32960000,0
            32980000,0
            33000000,0
            33020000,0
            33040000,0
            33060000,1
            33080000,1
            33100000,1
            33120000,1
            33140000,1
            33160000,1
            33180000,1
            33200000,1
            33220000,1
            33240000,1
            33260000,1
            33280000,1
            33300000,1
            33320000,0
            33340000,0
            33360000,0
            33380000,0
            33400000,0
            33420000,0
            33440000,0
            33460000,0
            33480000,0
            33500000,0
            33520000,0
            33540000,0
            33560000,1
            33580000,1
